"ensembl_gene_id","start_position","chromosome_name","startTAD","endTAD"
"ENSMUSG00000028062",88549819,"3",88095000,89100000
"ENSMUSG00000108622",44236177,"7",43270000,44475000
"ENSMUSG00000107983",131880668,"6",131450000,132725000
"ENSMUSG00000022680",13833148,"16",13545000,14182500
"ENSMUSG00000099787",22183997,"13",22065000,23530000
"ENSMUSG00000091834",3082188,"13",3005000,4015000
"ENSMUSG00000096286",5566713,"14",4610000,6020000
"ENSMUSG00000113784",3116916,"13",3005000,4015000
"ENSMUSG00000097780",5531178,"14",4750000,6e+06
"ENSMUSG00000038782",44229811,"7",43075000,44425000
"ENSMUSG00000097450",5514087,"14",4750000,6e+06
"ENSMUSG00000113763",3082155,"13",3005000,4015000
"ENSMUSG00000037752",132724897,"4",132477500,133095000
"ENSMUSG00000094695",42293921,"4",41830000,42700000
"ENSMUSG00000110646",3233346,"9",3025000,4450000
"ENSMUSG00000069189",73963851,"13",73475000,74450000
"ENSMUSG00000061731",53064038,"15",52480000,53770000
"ENSMUSG00000098062",34481914,"5",3.4e+07,35017500
"ENSMUSG00000038244",112225856,"7",112015000,112980000
"ENSMUSG00000107227",34469664,"5",3.4e+07,35015000
"ENSMUSG00000085211",7780185,"10",7290000,8260000
"ENSMUSG00000080855",66447036,"2",65350000,66725000
"ENSMUSG00000078218",4037674,"X",3075000,4700000
"ENSMUSG00000096761",20544834,"7",19980000,20700000
"ENSMUSG00000081307",66529414,"2",66245000,66790000
"ENSMUSG00000007721",70868227,"8",70475000,71300000
"ENSMUSG00000112930",60742858,"15",59770000,60940000
"ENSMUSG00000090750",17380573,"5",16920000,17940000
"ENSMUSG00000041935",3982035,"15",3077500,5067500
"ENSMUSG00000094023",52769753,"14",52405000,53470000
"ENSMUSG00000032648",6384399,"19",6275000,7125000
"ENSMUSG00000082707",74486589,"X",73982500,75245000
"ENSMUSG00000057068",92555069,"5",9.2e+07,92750000
"ENSMUSG00000036611",25481547,"9",25155000,25640000
"ENSMUSG00000073233",7859900,"12",5035000,7995000
"ENSMUSG00000110508",107690626,"8",107440000,108075000
"ENSMUSG00000048330",109034312,"7",108792500,109470000
"ENSMUSG00000107774",131940936,"6",131450000,132690000
"ENSMUSG00000110625",107869685,"8",107600000,109205000
"ENSMUSG00000100608",89713424,"Y",89213424,90213424
"ENSMUSG00000054409",43864646,"15",43675000,44405000
"ENSMUSG00000031681",79338395,"8",78040000,79780000
"ENSMUSG00000108245",132055403,"6",131445000,132892500
"ENSMUSG00000105920",52774869,"14",52405000,53470000
"ENSMUSG00000020952",51377510,"12",51315000,52425000
"ENSMUSG00000108144",132069305,"6",131445000,132892500
"ENSMUSG00000042215",33745484,"1",33675000,34485000
"ENSMUSG00000050921",107088492,"X",106750000,107575000
"ENSMUSG00000076770",52778447,"14",52405000,53470000
"ENSMUSG00000068341",78375874,"6",77590000,78500000
"ENSMUSG00000096145",127893063,"7",127250000,127970000
"ENSMUSG00000107907",67384418,"6",66687500,67737500
"ENSMUSG00000068566",3289080,"7",3025000,4475000
"ENSMUSG00000096478",52792316,"14",52405000,53470000
"ENSMUSG00000092021",105323042,"5",104400000,105650000
"ENSMUSG00000081628",89418768,"X",88260000,90125000
"ENSMUSG00000106788",90499088,"5",90130000,90725000
"ENSMUSG00000028522",103114390,"4",102785000,103322500
"ENSMUSG00000082422",89440175,"X",88260000,90125000
"ENSMUSG00000115206",3991994,"15",3080000,5075000
"ENSMUSG00000095426",52795165,"14",52405000,53470000
"ENSMUSG00000080961",6260091,"4",5260000,6440000
"ENSMUSG00000079513",89752268,"X",88075000,90265000
"ENSMUSG00000099405",2895798,"Y",2395798,3395798
"ENSMUSG00000037960",49202950,"13",48600000,49370000
"ENSMUSG00000030114",122270596,"6",121525000,122560000
"ENSMUSG00000113923",73988966,"13",73475000,74450000
"ENSMUSG00000030378",14410686,"7",13640000,15650000
"ENSMUSG00000094792",52810934,"14",52420000,53460000
"ENSMUSG00000083253",89802319,"X",88060000,90275000
"ENSMUSG00000090919",46442197,"3",45350000,47075000
"ENSMUSG00000063953",35708675,"10",34377500,36802500
"ENSMUSG00000091987",2900989,"Y",2400989,3400989
"ENSMUSG00000100506",89883389,"X",87847500,90420000
"ENSMUSG00000049739",127876221,"7",127250000,127970000
"ENSMUSG00000114933",40747227,"14",39700000,41330000
"ENSMUSG00000103072",33748007,"1",33675000,34485000
"ENSMUSG00000111377",43740114,"10",43450000,43960000
"ENSMUSG00000079276",132114576,"6",131445000,132892500
"ENSMUSG00000029236",76333495,"5",75870000,76950000
"ENSMUSG00000111550",35838490,"10",34370000,36850000
"ENSMUSG00000110865",35849310,"10",34370000,36850000
"ENSMUSG00000112615",7878109,"12",5035000,8e+06
"ENSMUSG00000107671",132135455,"6",131445000,132892500
"ENSMUSG00000114712",114435409,"13",113877500,114797500
"ENSMUSG00000046093",123183227,"4",122820000,123880000
"ENSMUSG00000107973",132140165,"6",131445000,132892500
"ENSMUSG00000110987",36095876,"10",34385000,36850000
"ENSMUSG00000099728",2927358,"Y",2427358,3427358
"ENSMUSG00000110731",36391592,"10",34387500,36802500
"ENSMUSG00000097237",105401245,"5",105030000,105825000
"ENSMUSG00000060417",13516755,"17",13215000,13980000
"ENSMUSG00000046916",5593775,"10",4725000,5860000
"ENSMUSG00000114984",60760231,"15",59770000,60940000
"ENSMUSG00000111257",6594237,"9",5675000,6930000
"ENSMUSG00000099539",87127334,"9",86825000,87260000
"ENSMUSG00000090211",13500954,"17",13230000,13970000
"ENSMUSG00000114520",114437793,"13",113877500,114797500
"ENSMUSG00000104968",53110396,"3",52800000,53425000
"ENSMUSG00000112465",7897573,"12",5035000,8e+06
"ENSMUSG00000110732",6665497,"9",5675000,6935000
"ENSMUSG00000111574",80043871,"9",79780000,80210000
"ENSMUSG00000089883",13862317,"17",13235000,14185000
"ENSMUSG00000104850",53038585,"3",52800000,53425000
"ENSMUSG00000111422",43745809,"10",43450000,43960000
"ENSMUSG00000104687",53083219,"3",52800000,53425000
"ENSMUSG00000038347",13712444,"17",13250000,14140000
"ENSMUSG00000056656",77747798,"15",77400000,77950000
"ENSMUSG00000081534",97778520,"15",97580000,98340000
"ENSMUSG00000049728",127863047,"7",127250000,127970000
"ENSMUSG00000104828",53072165,"3",52800000,53425000
"ENSMUSG00000111424",22228978,"9",21655000,22375000
"ENSMUSG00000078816",3289179,"7",3025000,4475000
"ENSMUSG00000112006",7911889,"12",5035000,8e+06
"ENSMUSG00000105971",53112166,"3",52800000,53425000
"ENSMUSG00000024266",119612747,"8",119405000,120125000
"ENSMUSG00000074292",67352104,"8",66530000,67465000
"ENSMUSG00000057982",22225714,"9",21655000,22375000
"ENSMUSG00000104735",53099000,"3",52800000,53425000
"ENSMUSG00000094852",43821231,"10",43535000,43975000
"ENSMUSG00000104615",53109668,"3",52800000,53425000
"ENSMUSG00000083283",74494379,"X",73995000,75232500
"ENSMUSG00000107370",85632864,"6",85450000,86345000
"ENSMUSG00000111342",43824200,"10",43535000,43975000
"ENSMUSG00000083768",74504015,"X",74137500,75187500
"ENSMUSG00000048332",53041528,"3",52800000,53425000
"ENSMUSG00000063810",85587531,"6",85400000,86350000
"ENSMUSG00000059741",110741861,"9",110225000,111250000
"ENSMUSG00000028664",136647539,"4",136195000,137022500
"ENSMUSG00000108000",67406486,"6",66672500,67760000
"ENSMUSG00000112576",52824305,"10",52425000,53362500
"ENSMUSG00000060962",30763756,"7",30300000,31050000
"ENSMUSG00000082447",74510946,"X",74137500,75187500
"ENSMUSG00000112681",53102543,"10",52450000,53375000
"ENSMUSG00000117675",41902889,"19",41055000,42160000
"ENSMUSG00000027506",8925593,"3",8565000,10347500
"ENSMUSG00000112257",52801493,"10",52425000,53375000
"ENSMUSG00000086097",54840649,"13",54705000,55417500
"ENSMUSG00000087037",76331238,"5",75870000,76950000
"ENSMUSG00000047963",92603041,"5",92275000,93250000
"ENSMUSG00000105395",95461191,"3",95020000,95840000
"ENSMUSG00000038602",52690533,"10",52397500,53375000
"ENSMUSG00000100728",54887470,"13",54725000,55400000
"ENSMUSG00000025588",67480921,"8",67405000,67900000
"ENSMUSG00000108090",122295664,"6",121550000,122555000
"ENSMUSG00000015522",95434388,"3",95010000,95845000
"ENSMUSG00000042761",87144306,"9",86825000,87260000
"ENSMUSG00000108183",122305948,"6",121550000,122555000
"ENSMUSG00000022475",97792664,"15",97580000,98342500
"ENSMUSG00000011752",41911923,"19",41105000,42195000
"ENSMUSG00000102589",46621121,"3",45350000,47075000
"ENSMUSG00000063728",154924012,"X",154087500,155332500
"ENSMUSG00000094176",52821922,"14",52452500,53455000
"ENSMUSG00000115096",49299836,"14",49150000,49800000
"ENSMUSG00000021852",49298519,"14",49150000,49800000
"ENSMUSG00000072387",47050382,"3",45355000,47312500
"ENSMUSG00000042118",93655720,"13",92550000,94122500
"ENSMUSG00000095837",20575321,"7",20065000,21010000
"ENSMUSG00000030804",127886227,"7",127250000,127970000
"ENSMUSG00000085066",74566958,"X",74275000,75225000
"ENSMUSG00000030546",79720218,"7",79450000,80600000
"ENSMUSG00000109060",20593051,"7",20065000,21010000
"ENSMUSG00000115594",12286669,"15",12050000,12825000
"ENSMUSG00000034429",75969123,"15",75760000,76750000
"ENSMUSG00000096086",67414431,"6",66672500,67760000
"ENSMUSG00000044139",127885841,"7",127250000,127970000
"ENSMUSG00000079516",78380709,"6",77590000,78500000
"ENSMUSG00000111918",52693838,"10",52397500,53375000
"ENSMUSG00000117042",13482553,"17",13230000,13970000
"ENSMUSG00000107834",132233522,"6",131450000,132892500
"ENSMUSG00000107874",132311590,"6",131450000,133060000
"ENSMUSG00000093996",42318272,"4",41830000,42700000
"ENSMUSG00000078509",143991119,"4",143425000,144830000
"ENSMUSG00000051147",67494858,"8",67405000,67900000
"ENSMUSG00000002043",19508395,"7",1.9e+07,20050000
"ENSMUSG00000090232",63376761,"13",62920000,63480000
"ENSMUSG00000100270",89846231,"Y",89346231,90346231
"ENSMUSG00000104292",108737593,"8",107615000,109550000
"ENSMUSG00000113665",63253024,"13",62910000,63460000
"ENSMUSG00000115458",75841486,"14",75590000,76195000
"ENSMUSG00000031576",25849623,"8",25650000,26225000
"ENSMUSG00000102011",89927120,"Y",89427120,90427120
"ENSMUSG00000106678",34487314,"5",3.4e+07,35017500
"ENSMUSG00000038872",107942644,"8",107627500,109200000
"ENSMUSG00000107777",132228839,"6",131450000,132892500
"ENSMUSG00000046932",22213672,"13",22065000,23527500
"ENSMUSG00000083456",144033631,"4",143550000,144835000
"ENSMUSG00000113326",63244221,"13",62920000,63450000
"ENSMUSG00000085896",54913235,"13",54725000,55400000
"ENSMUSG00000067543",132206795,"6",131450000,132892500
"ENSMUSG00000100246",89999717,"Y",89499717,90499717
"ENSMUSG00000107334",119194484,"5",118750000,119700000
"ENSMUSG00000114104",63273600,"13",62910000,63460000
"ENSMUSG00000043715",74569153,"X",74275000,75225000
"ENSMUSG00000113126",63410918,"13",62990000,63500000
"ENSMUSG00000100533",90275224,"Y",89775224,90775224
"ENSMUSG00000113708",63009959,"13",62900000,63460000
"ENSMUSG00000068036",13760539,"17",13225000,14150000
"ENSMUSG00000030735",67514235,"8",67430000,67910000
"ENSMUSG00000000792",70882889,"8",70475000,71320000
"ENSMUSG00000043126",61473576,"10",61177500,61912500
"ENSMUSG00000113203",63142494,"13",62910000,63460000
"ENSMUSG00000040632",55518978,"14",55250000,55932500
"ENSMUSG00000054459",11325242,"12",11200000,12320000
"ENSMUSG00000053541",106417848,"7",105835000,107055000
"ENSMUSG00000106438",105409367,"5",105030000,105825000
"ENSMUSG00000107508",67417715,"6",66672500,67760000
"ENSMUSG00000113472",63276905,"13",62910000,63460000
"ENSMUSG00000112255",61570911,"10",61180000,61900000
"ENSMUSG00000108694",17138871,"7",16880000,17575000
"ENSMUSG00000113853",63210950,"13",62920000,63450000
"ENSMUSG00000063286",106504239,"7",106215000,107060000
"ENSMUSG00000112080",61494917,"10",61177500,61912500
"ENSMUSG00000096178",90401248,"Y",89901248,90901248
"ENSMUSG00000069297",22244215,"13",22065000,23527500
"ENSMUSG00000037151",61475801,"10",61177500,61912500
"ENSMUSG00000056426",67523854,"8",67430000,67910000
"ENSMUSG00000073902",106596743,"7",106220000,107120000
"ENSMUSG00000021461",63285043,"13",62910000,63460000
"ENSMUSG00000026798",29787493,"2",29625000,30250000
"ENSMUSG00000095234",42438970,"4",41780000,42980000
"ENSMUSG00000085829",75843379,"14",75590000,76195000
"ENSMUSG00000085502",70748705,"11",70065000,70877500
"ENSMUSG00000094529",32380225,"Y",31880225,32880225
"ENSMUSG00000112710",61510242,"10",61180000,61900000
"ENSMUSG00000008604",88553758,"3",88100000,89100000
"ENSMUSG00000112058",61496600,"10",61177500,61912500
"ENSMUSG00000109545",10065054,"8",9975000,10410000
"ENSMUSG00000029513",116013586,"5",115630000,116510000
"ENSMUSG00000095403",20567597,"8",19900000,22150000
"ENSMUSG00000106938",119518795,"5",119062500,120130000
"ENSMUSG00000053228",17150282,"7",1.7e+07,17575000
"ENSMUSG00000082983",70762107,"11",70065000,70877500
"ENSMUSG00000095766",20556693,"8",19900000,22150000
"ENSMUSG00000046667",12140264,"4",11572500,14360000
"ENSMUSG00000087667",28562197,"2",28375000,28950000
"ENSMUSG00000100964",90499047,"Y",89999047,90999047
"ENSMUSG00000032338",58823412,"9",58300000,59242500
"ENSMUSG00000043602",70764209,"11",70065000,70877500
"ENSMUSG00000095987",144041033,"4",143550000,144835000
"ENSMUSG00000026818",28555795,"2",28375000,28950000
"ENSMUSG00000093697",108918264,"8",108197500,109550000
"ENSMUSG00000107278",85679277,"6",85455000,86345000
"ENSMUSG00000087564",9431961,"4",9105000,9700000
"ENSMUSG00000109868",108526937,"8",107810000,108960000
"ENSMUSG00000086233",9283972,"4",9100000,9700000
"ENSMUSG00000093909",42456965,"4",41790000,42885000
"ENSMUSG00000109945",79404148,"8",78295000,79742500
"ENSMUSG00000115134",33804266,"14",33410000,34175000
"ENSMUSG00000102989",108867562,"8",107845000,109550000
"ENSMUSG00000094156",14465051,"7",13665000,15525000
"ENSMUSG00000041216",9269293,"4",9100000,9700000
"ENSMUSG00000085808",57200643,"X",56365000,57735000
"ENSMUSG00000069296",22270522,"13",22065000,23525000
"ENSMUSG00000110613",108553252,"8",107785000,109200000
"ENSMUSG00000036591",20847919,"2",20790000,21260000
"ENSMUSG00000079410",3049285,"14",3e+06,4750000
"ENSMUSG00000095088",52824357,"14",52452500,53455000
"ENSMUSG00000029602",120648812,"5",120335000,120937500
"ENSMUSG00000057135",70790932,"11",70140000,70912500
"ENSMUSG00000099891",24209327,"5",23850000,24725000
"ENSMUSG00000101745",32494401,"Y",31994401,32994401
"ENSMUSG00000105141",24232409,"5",23850000,24725000
"ENSMUSG00000096974",43045966,"4",42900000,43500000
"ENSMUSG00000105393",52835858,"14",52452500,53455000
"ENSMUSG00000109133",66723119,"7",66070000,67422500
"ENSMUSG00000031132",57212143,"X",56365000,57735000
"ENSMUSG00000095779",42466972,"4",41790000,42885000
"ENSMUSG00000022540",5008730,"16",4635000,5215000
"ENSMUSG00000115182",17025339,"15",15250000,17130000
"ENSMUSG00000114875",21449949,"14",21110000,21837500
"ENSMUSG00000022686",19760208,"16",18965000,20150000
"ENSMUSG00000068877",94693556,"3",94300000,94862500
"ENSMUSG00000108846",66737804,"7",66070000,67422500
"ENSMUSG00000094066",42522580,"4",41990000,42900000
"ENSMUSG00000020642",26300964,"12",25050000,26425000
"ENSMUSG00000115173",17895690,"15",17130000,18815000
"ENSMUSG00000099619",90603501,"Y",90103501,91103501
"ENSMUSG00000097985",47084732,"3",45370000,48725000
"ENSMUSG00000118603",42587458,"4",41900000,42900000
"ENSMUSG00000095689",52844465,"14",52452500,53455000
"ENSMUSG00000115192",18007430,"15",17130000,18815000
"ENSMUSG00000023262",106432981,"9",106250000,106815000
"ENSMUSG00000095258",42552478,"4",41900000,42900000
"ENSMUSG00000051706",74592679,"X",74325000,75187500
"ENSMUSG00000083206",23728548,"13",23475000,23850000
"ENSMUSG00000100957",32523345,"Y",32023345,33023345
"ENSMUSG00000079101",3051653,"14",3e+06,4750000
"ENSMUSG00000115492",18057826,"15",17130000,18815000
"ENSMUSG00000110574",20596464,"8",19900000,22150000
"ENSMUSG00000114383",78286637,"13",78167500,79337500
"ENSMUSG00000025656",95048935,"X",94625000,95925000
"ENSMUSG00000085978",4075022,"X",3087500,4825000
"ENSMUSG00000110452",67584906,"8",67430000,67925000
"ENSMUSG00000076778",52851290,"14",52420000,53460000
"ENSMUSG00000036181",23738808,"13",23475000,23850000
"ENSMUSG00000099399",90665346,"Y",90165346,91165346
"ENSMUSG00000105713",24240512,"5",23850000,24725000
"ENSMUSG00000113079",84881824,"12",84550000,85625000
"ENSMUSG00000062794",22247430,"9",21627500,22375000
"ENSMUSG00000099756",32557996,"Y",32057996,33057996
"ENSMUSG00000026816",28566311,"2",28375000,28950000
"ENSMUSG00000080299",4076625,"X",3087500,4825000
"ENSMUSG00000054958",123201504,"4",122817500,123882500
"ENSMUSG00000071452",33395761,"13",32865000,33930000
"ENSMUSG00000113920",3124309,"13",3005000,4015000
"ENSMUSG00000028156",138526179,"3",138220000,139180000
"ENSMUSG00000068740",108390851,"3",108165000,108840000
"ENSMUSG00000091289",3084899,"14",3e+06,4750000
"ENSMUSG00000069310",23744973,"13",23475000,23850000
"ENSMUSG00000098290",14517971,"7",13680000,15500000
"ENSMUSG00000113560",3134649,"13",3005000,4015000
"ENSMUSG00000098741",14529625,"7",13690000,15525000
"ENSMUSG00000045193",80165985,"10",79625000,81087500
"ENSMUSG00000113651",3138485,"13",3005000,4015000
"ENSMUSG00000095134",90753057,"Y",90253057,91253057
"ENSMUSG00000095366",90752427,"Y",90252427,91252427
"ENSMUSG00000099398",11301249,"19",11060000,12010000
"ENSMUSG00000031093",35888832,"X",35380000,36147500
"ENSMUSG00000024795",34922361,"19",34182500,35025000
"ENSMUSG00000071613",3133997,"14",3e+06,4750000
"ENSMUSG00000114632",78374179,"13",78200000,79440000
"ENSMUSG00000098003",78372987,"13",78200000,79440000
"ENSMUSG00000081071",24256822,"5",23850000,24725000
"ENSMUSG00000033499",9093881,"13",8825000,9840000
"ENSMUSG00000038984",33683875,"15",32770000,34030000
"ENSMUSG00000095854",52855614,"14",52420000,53460000
"ENSMUSG00000084955",4118240,"X",3100000,4700000
"ENSMUSG00000105041",13525723,"5",12550000,13675000
"ENSMUSG00000028207",9448069,"4",9105000,9700000
"ENSMUSG00000112973",3141356,"13",3005000,4015000
"ENSMUSG00000028407",40269579,"4",40075000,40650000
"ENSMUSG00000105334",13133459,"5",12550000,13660000
"ENSMUSG00000075425",29759312,"2",29600000,30250000
"ENSMUSG00000115362",33757470,"15",32770000,34030000
"ENSMUSG00000019772",5639218,"10",4930000,5850000
"ENSMUSG00000115318",33831448,"15",32770000,34030000
"ENSMUSG00000028883",13125414,"5",12550000,13660000
"ENSMUSG00000115605",34012652,"15",32790000,34390000
"ENSMUSG00000030510",66743504,"7",66075000,67220000
"ENSMUSG00000071014",40270591,"4",40075000,40650000
"ENSMUSG00000115428",34021995,"15",32790000,34390000
"ENSMUSG00000115440",34053118,"15",32800000,34407500
"ENSMUSG00000101036",841783,"Y",341783,1341783
"ENSMUSG00000069053",818649,"Y",318649,1318649
"ENSMUSG00000029837",36937048,"6",35245000,37030000
"ENSMUSG00000022681",13818845,"16",13095000,14192500
"ENSMUSG00000024959",6941861,"19",6400000,7100000
"ENSMUSG00000038665",36846022,"6",35255000,37010000
"ENSMUSG00000085376",116009316,"5",115630000,116510000
"ENSMUSG00000027770",62468013,"3",62175000,63080000
"ENSMUSG00000102830",87188336,"9",86900000,87292500
"ENSMUSG00000097473",22452891,"10",22060000,22795000
"ENSMUSG00000045246",119623854,"8",119405000,120125000
"ENSMUSG00000083140",17626257,"X",16835000,18300000
"ENSMUSG00000036822",40259601,"4",40075000,40650000
"ENSMUSG00000114048",26346717,"12",25050000,26687500
"ENSMUSG00000019146",77991748,"15",77800000,78700000
"ENSMUSG00000005718",4544661,"16",3715000,4672500
"ENSMUSG00000081614",17674430,"X",16840000,18300000
"ENSMUSG00000106967",5008370,"16",4635000,5215000
"ENSMUSG00000085260",59946889,"11",59650000,60460000
"ENSMUSG00000051680",106675005,"7",106400000,107175000
